name,name_en,type,address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time
Дэнжийн 1000 Сүүн дэлгүүр,Denjiin 1000 Suun ATM,atm,10-р хороо; Шинэчлэл хороолол,"Micro-region #10, Shinechlel Suun", 09-22 цаг, 09-22 hour,1800-1888,1,1,1,1,1,1,1,09:00:00,21:59:00
Номин Юнайтед их дэлгүүр ATM,Nomin United Store ATM,atm,"2-р хороо, Чингисийн өргөн чөлөө
Хуучинаар Гутлын үйлдвэр","Micro-region #2, Chinggis Avenue, Nomin United Store",Даваа-Ням: 10:00-21:00,Mon-Sun: 10:00-21:00,1800-1888,1,1,1,1,1,1,1,10:00:00,21:00:00
ХасБанк Сонгино хайрхан салбар ATM,XacBank Songino Khairkhan Branch ATM,atm,"12-р хороо, Энхтайваны өргөн чөлөө, 1-р хороолол 
Саппоро автобус буудал, ХасБанк Сонгино хайрхан салбар","Micro-region # 12, District #1 , Peace avenue, Sapporo busstation, XacBank Songino Khairkhan Branch",Даваа-Ням: 06-01 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,06:00:00,23:59:00
Баруун салаа Өлзийт хайрхан ATM,Baruun salaa Ulziit khairkhan ATM,atm,"24-р хороо, Баянхошуу;
Баруун салаа"," District #24, Bayankhoshuu, Baruun salaa ",Даваа-Ням: 08-22 цаг,Mon-Sun: 08:00-22:00 ,1800-1888,1,1,1,1,1,1,1,08:00:00,22:00:00
Хархорин зах Экспресс ATM,Kharkhorin market Express ATM,atm,"15-р хороо, Энхтайваны өргөн чөлөө, 1-р хороолол 
Хархорин зах дотор","Micro-region # 15, District #1, Peace avenue, Kharkhorin market","Даваа гарагт амарна.
Мя-Ня: 9-19 цаг","Monday closed.
Tue-Sun: 9:00-19:00 ",1800-1888,0,1,1,1,1,1,1,09:00:00,19:00:00
Драгон Терминал ATM,Dragon Center Bus terminal ATM,atm,"18-р хороо, Энхтайваны өргөн чөлөө 
Драгон төв","Micro-region # 18, Peace Avenue, Dragon Center, ",Даваа-Ням: 09-24 цаг,Mon-Sun: 09:00-24:00 ,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
"""21"" худалдааны төв ATM",21 Trade Center ATM,atm,"19-р хороо, Үйлдвэрчдийн Эвлэлийн гудамж, 21-р хороолол
21-р хорооллын хойд талд ","Micro-region # 19, Uildverchidiin Evlel str, District #21, 21 Trade Center","Лхагва гарагт амарна.
Бусад өдөр 10-22 цаг","Wednesday: closed
Mon-Sun: 10:00-22:00 ",1800-1888,1,1,0,1,1,1,1,10:00:00,22:00:00
Орбит Алтай зах ATM,Orbit Altai Market ATM,atm,"1-р хороо, Орбит хуучин эцэс","Micro-region #1, Orbit busstation, Orbit Market","Мягмар: амарна
Бусад өдөр  09-20 цаг","Wednesday: closed
Mon-Sun: 9:00-20:00 ",1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
Боса дэлгүүр ATM,Bosa market,atm,"10-р хороо, Баянхошуу эцсийн буудал","Micro-region #10, Bayankhoshuu, Bosa market",Даваа-Ням: 09-23 цаг,Mon-Sun 09:00-23:00,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00
Номин Хайпермаркет ATM,Unur Nomin Hypermarket ATM,atm,"12-р хороо, Энхтайваны өргөн чөлөө, 1-р хороолол, Өнөр хотхон","Micro-region # 12, District #1 , Peace avenue, Unur Nomin Hypermarket","Да-Пү: 08:30-22:30
Баасан: 08:30-24:00
Бямба: 09:00-24:00
Ням: 09:00-21:30 цаг","Mon-Thu: 08:30-22:30
Fri: 08:30-24:00
Sat: 09:00-24:00
Sun: 09:00-21:30 ",1800-1888,1,1,1,1,1,1,1,08:30:00,22:30:00
Өнөр Тооцооны төв Экспресс банк ATM,Unur Branch Express bank ATM,atm,"17-р хороо, 1-р хороолол, Москвагийн өргөн чөлөө 
АОС-47/Б байр /Хар хорин захын замын хойно, ""Их минж"" ХХК-ийн байранд","Micro-Region #17, Moscow avenue, Unur Branch",Даваа-Ням: 08:00-24:00,Mon-Sun: 8 am-12 pm,1800-1888,1,1,1,1,1,1,1,09:00:00,19:00:00
Гачуурт Намуу эрдэнэ дэлгүүр ATM,Gachuurt  Namuu erdene market ATM,atm,Баянзүрх 20-р хороо Гачуурт 1-2 тоот,"Gachuurt  Namuu erdene, 20th khoroo ",Даваа-Ням: 08:00-23:00 цаг,Mon-Sun: 8:00-23:00,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
"Улаанхуаран Эко зах, АТМ","Ulaankhuaran ECO market, ATM",atm,"8-р хороо, Улаанхуаран Эко зах","8th khoroo, Ulaankhuaran ECO market",Даваа-Ням: 09-18 цаг,Mon-Sun: 09am-6pm,1800-1888,1,1,1,1,1,1,1,09:00:00,18:00:00
БОСА Бөөнийн Төв ATM,Bosa Supermarket ATM,atm,"20-р хороо, Энхжин Худалдааны төвийн зүүн талд","Micro-region #20, Bosa Supermarket","Даваа-Баасан: 08:00-23:00
Бя-Ням: 09-22 цаг","Mon-Fri: 08:00-23:00
Sat-Sun: 09:00-22:00",,1,1,1,1,1,1,1,08:00:00,23:00:00
"Сансар салбар, Экспресс банк АТМ","Sansar Branch, Express Bank АТМ",atm,"3-р хороо, Энхтайваны өргөн чөлөө, 13-р хороолол 
Зүүн 4 зам","Micro-region #3, Peace Avenue, District #13, XacBank Bayanzurkh Branch",24 цаг,Mon-Sun: 06:00-01:00,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
ЭФЭС супермаркет АТМ,EFES supermarket ATM,atm,"6-р хороо, 13-р хороолол, Бөхийн Өргөөний урд, ЭФЭС супермаркет","Micro-region #6, District #13, EFES supermarket, infront of Wrestling Palace",Даваа-Ням: 08:45-23:45,Mon-Sun: 08:45-23:45,18001888,1,1,1,1,1,1,1,08:45:00,23:45:00
Улиастай Баялаг дэлгүүр ATM,Uliastai Bayalag Market ATM,atm,"23-р хороо, Баатархайрхан 1-р хэсэг, 1558 тоот","23rd khoroo, 1st sector of Baatarkhairkhan, 1558",Даваа-Ням,Monday to Sunday,,1,1,1,1,1,1,1,09:00:00,22:00:00
Нарантуул Чандмань төв Экспресс ATM,Narantuul Chandmani Center Express ATM,atm,"14-р хороо, Нарны зам, Нарантуул захын зүүн талд, Чандмань төв","Micro-region #14, Narni Rd, left side of Narantuul market","Мягмар гаригт амрана.
Бусад өдөр 07-24 цаг","Tuesday closed.
Mon-Sun: open 24 hours",,1,0,1,1,1,1,1,07:00:00,23:59:00
Уран Ган ATM,Uran gan ATM,atm,"3-р хороо, Уран ган худалдааны төв",Uran gan center,Даваа-Ням: 09-18 цаг,Mon-Sun 09:00-18:00,,1,1,1,1,1,1,1,09:00:00,18:00:00
И-Март Скай худалдааны төв ATM,E-Mart Sky centre ATM,atm,"1-р хороо, Токиогийн гудамж
Чингис Хаан Зочид буудал","Micro-region #1, Tokio str, Chinggis Khaan Hotel, Sky centre",Даваа-Ням: 09-22 цаг,Mon-Sun 09:00-22:00,,1,1,1,1,1,1,1,09:00:00,22:00:00
Миний дэлгүүр ATM,Minii Delguur market,atm,"25-р хороо, Нарны зам","Micro-region #25, Narnii Road, Minii Delguur market",Даваа-Ням: 08-24 цаг,Mon-Sun 08:00-24:00,,1,1,1,1,1,1,1,08:00:00,23:59:00
Норжин миний дэлгүүр ATM,Norjin Minii delguur ATM,atm,"4-р хороо, 15-р хороолол, Энхтайвны өргөн чөлөө
Жуков музей баруун талд ","Micro-region #4, District #15, Peace Avenue, Norjin Minii delguur",Даваа-Ням: 08:30-20:30 цаг,Mon-Sun: 08:30-20:30 ,,1,1,1,1,1,1,1,08:30:00,20:30:00
City shop ATM,City shop ATM,atm,"13-р хороо, Энхтайваны өргөн чөлөө
 Оффицерийн урд талын автобусны буудал","Micro-region #13, Peace Avenue, Offitser City shop market",Даваа-Ням: 09-23 цаг,Mon-Sun 09:00-23:00,,1,1,1,1,1,1,1,09:00:00,23:00:00
АВРОРА ЗОЧИД БУУДАЛ,AURORA HOTEL,atm,"4-р хороо, 10 хороолол, Аврора зочид буудал","4th khoroo, Peace avenue Aurora hotel",24 цаг,24 цаг,1800-1888,1,1,1,1,1,1,1,00:00:00,00:00:00
Бэлхи Ууган төв ATM,Belkhi Uugan center ATM,atm,"18- р хороо, Бэлхийн гудамж Ууган төв","Micro-region #18, Belkhi Uugan tuv supermarket",Даваа-Ням: 08-24 цаг,Mon-Sun: 08-24,,1,1,1,1,1,1,1,08:00:00,23:59:00
Баянзүрх худалдааны төв ATM,Bayanzurkh trade center ATM,atm,"16-р хороолол, 16-р хороо","Micro-region #16, District #16, Bayanzurkh trade center","Лхагва гаригт амарна.
Бусад өдөр 10-22 цаг ","Wednesday closed
Mon-Sun: 10:00-22:00  ",,1,1,0,1,1,1,1,10:00:00,22:00:00
Эх Ундарга дэлгүүр АТМ,Ekh Undarga market ATM,atm,"9-р хороо, Гэмтлийн эмнэлгийн хойно Эх Ундрага дэлгүүр","9th Khoroo, Ekh Undarga Market",Даваа-Ням: 08:00-23:00 цаг,Mon-Sun 08am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Итгэлт худалдааны  төв ATM,Itgelt Trade center ATM,atm,"12-р хороо; Амгалан, Тролейбусны эцсийн буудал","Micro-region #12, Chuluun Ovoo, Iteglt Trade center",Даваа-Ням: 09-21 цаг,Mon-Sun 09:00-21:00,1800-1888,1,1,1,1,1,1,1,09:00:00,21:00:00
Дүнжингарав ХТ ATM,Dunjingarav Trade Center ATM,atm,"6-р хороо, Нарны зам
Нарантуул захын замын урд талд","Micro-region #6, Narni Rd, Dunjingarav Trade Center",Мягмар-Ням:10-20 цаг,Tue-Sun 10:00-20:00,,1,0,1,1,1,1,1,10:00:00,20:00:00
 Сансар супер маркет Экспресс ATM,Sansar supermarket Express ATM,atm,"18-р хороо, 13-р хороолол
13-р хорооллын дундын зам, ФМ 107.5 байрны замын хойд талд","Micro-region #18,  District #13, Manlai Baatar Damdinsuren str., Sansar supermarket",Даваа-Ням: 09-22 цаг,Mon-Sun 09:00-22:00,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00
Амгалан зах Экспресс ATM,Amgalan Market Express ATM,atm,"10-р хороо, Амгалан
Амгалангийн төмөр замын гарамын хойд талд","Micro-region #10, Amgalan, Amgalan Market","Даваа гаригт амарна.
Мягмар-Ням: 10-20 цаг","Monday closed
Tue-Sun  10:00-20:00",,0,1,1,1,1,1,1,10:00:00,20:00:00
Их Орд Тооцооны төв,Ikh Ord center,branch,"Баянзүрх дүүрэг, 14-р хороо, Нам Янжүгийн гудамж
Их Орд төв
 3 үгт хаяг: /// чагт.царай.дүрмээ","Bayanzurkh District, Micro-region #14, Nam Yanju Str, Ikh Ord center, XacBank Branch
 What3Words: /// teacher.absorbing.posting","Даваа - Баасан: 9:00-17:00
Бямба, Ням: Амарна","Monday - Friday: 9:00am-5:00pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,09:00:00,17:00:00
Шинэ хүнс супермаркет ATM,Shine Huns Market ATM,atm,"27-р хороо, Дарь Эх хуучин эцэс
100 айл салбарын татан буугдсан өргөтгөлийн замын эсрэг талд","Micro-region #27, Dari Eh, Shine Huns Market",Даваа-Ням: 9:00-23:50,Mon- Sun: 09:00-23:50 ,,1,1,1,1,1,1,1,09:00:00,23:50:00
Night Plaza худалдааны төв Экспресс ATM,Night Plaza Trade Center Express ATM,atm,"14-р хороо, Нам Янжүгийн гудамж, 13-р хороолол","Micro-region #14, Nam Yanju Str, Night Plaza Trade Center","Пүрэв гарагт амарна.
Бусад өдөр 11-24 цаг ","Thursday closed,
Mon-Sun: 11:00-24:00",,1,1,1,0,1,1,1,11:00:00,23:59:00
Улаанбаатар Сувилал АТМ,Ulaanbaatar suvilal ATM,atm,"11-р хороо, Улаанбаатар Сувилал","Micro-region #11, Ulaanbaatar suvilal",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Таац Алт дэлгүүр ATM,Taats Alt market ATM,atm,"22-р хороо, 6-р Бичил хороолол, Таац алт зочид буудал, хүнсний дэлгүүр","22nd khoroo, 6th microdistrict, Taats alt hotel and supermarket ",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Бүрд төв ATM,Burd Center ATM,atm,"12-р хороо, 
32-ийн тойрог ","Micro-region #12, Burd center","Мягмар-Ням: 09-20 цаг 
Даваа амрана","Tue-Sun 09:00-20:00  
Monday closed",1800-1888,0,1,1,1,1,1,1,09:00:00,20:00:00
Багануур салбар ATM,Baganuur Branch ATM,atm,"Багануур салбар
1-р хороо, Нацагдоржийн гудамж 7/1 ","Micro-region #1, Natsagdorj str, XacBank, Baganuur Branch ",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Налайх салбар Экспресс ATM,Nalaikh Branch Express ATM,atm,"2-р хороо, Налайхын төв гудамж  ","Micro-region # 2, Nalaikh Tuv str, XacBank, Nalaikh Branch",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
"Налайх зах, Экспресс АТМ",Nalaikh market Express ATM,atm,"Налайх дүүрэг, 2-р хороо, Налайх зах ","Nalaikh Market,  2nd committee, Nalaikh district",08:30-20:00цаг,08:30am-20:00pm,1800-1888,1,1,1,1,1,1,1,08:30:00,20:00:00
Эрдэнэт салбар Экспресс ATM,XacBank Erdenet Branch Express ATM,atm,"Эрдэнэт, Эрдэнэт салбар","Erdenet city, XacBank Erdenet Branch","Да-Ба: 09:00-18:00
Бямба: 11:00-17:00","Mon-Fri: 09:00-18:00
Sat: 11:00-17:00
Sunday closed",1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Хөвсгөл Салбар ATM,XacBank Huvsgul Branch ATM,atm,"Мөрөн, Салбарын байранд","Huvsgul aimag, Murun city, XacBank Huvsgul Branch",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Төмөр замын буудал ATM,Railway station ATM,atm,"Сэлэнгэ аймаг, Мандал сум, 1-р баг, Төмөр замын өртөө ","Сэлэнгэ аймаг, Мандал сум, 1-р баг, Төмөр замын өртөө ",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
АНАР худалдааны төв ATM,Anar trade center ATM,atm,"Булган салбар, АНАР худалдааны төв","Bulgan city, Anar trade center",Даваа-Ням:09-24 цаг,Mon-Sun 09:00-24:00,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
Дархан Номин ATM,Nomin Supermarket ATM,atm,"Дархан салбар 1, Дархан Номин","Darkhan city, Nomin Supermarket",Даваа-Ням: 09:30-21:30 цаг,Mon-Sun: 9:30-21:30,1800-1888,1,1,1,1,1,1,1,08:30:00,22:00:00
Дархан Вокзал ATM,Darkhan Railway Station ATM,atm,"Дархан салбар 2, Вокзал","Darkhan city, Railway Station",Даваа-Ням: 08:30-22:00 цаг,Mon-Sun: 08:30-22:00 ,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
Оюу төв ATM,Oyu center ATM,atm,"Арвайхээр, Оюу төв","Arvaikheer sum, Oyu center",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Хишиг Худалдааны төв ATM,TOBU center ATM,atm,"Ховд, Жаргалант сум, Хишиг Худалдааны төв","Khovd city, TOBU center",08:00 - 23:00 цаг,08:00 - 23:00,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Увс салбар ATM,XacBank Uvs Branch ATM,atm,"Улаангом, Увс салбар","Ulaangom sum, XacBank Uvs Branch",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Цогтцэций салбар ATM,Tsogttsetsii ATM,atm,Өмнөговь аймаг Цогтцэций сум Өгөөмөр 4-р баг Цэций хороолол. 9-р байр Минимаркет дэлгүүр дотор,"Tsogttsetsii province, Uguumur 4th bag, Minimarket ",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Архангай салбар Экспресс ATM,Tsetserleg Express ATM,atm,"Цэцэрлэг, Архангай салбар",Tsetserleg sum. XacBank branch,24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Хэнтий 99 март ATM,Khentii mart99 ATM,atm,"Өндөрхаан, ","Kherlen sum, ",Даваа-Ням:08-00 цаг,Mon-Sun 08:00-00:00,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00
Цогжавхлан ATM,Tsogjavkhlan ATM,atm,"Даланзадгад, /","Dalanzadgad sum,  ",09:00-00:00 цаг,9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
Хархорин ATM,Kharkhorin ATM,atm,"Өвөрхангай аймаг, Хархорин сум, Ганган орхон баг, Захын арын 7-1 тоот, Наранбулаг худалдааны төв","Kharkhorin sum, Naranbulag mart",09-23 цаг,9am-11pm hour,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00
Мэдээлэл Холбоо Сүлжээ ATM,Post Office ATM,atm,"Өлгий, Монгол Шуудангийн байранд","Ulgii sum, Central Post Office",09:00 - 20:00,09:00 - 20:00,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00
Нарлаг маркет ATM,Narlag market ATM,atm,"Алтай, Монгол Шуудан","Altai Sum, Mongolia Post",Даваа-Ням:10-20 цаг,Mon-Sun 10:00-20:00,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00
Баруун-Урт ATM,Baruun Urt ATM,atm,"Баруун-Урт, 
Жаахан шарга аймгийн театр","Baruun Urt sum, Jaahan sharga theater",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Зуунмод салбар ATM,Zuunmod ATM,atm,"Зуунмод, Зуунмод салбар","Zuunmod sum, XacBank branch",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Шим Худалдааны төв ATM,Shim center ATM,atm,"Хөтөл, Шим Худалдааны төв","Saihandulaan sum, Shim center",24 цаг,24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
Баянмонгол тооцооны төв,Bayanmongol Branch,branch,"Баянзүрх дүүрэг, Хүннү гудамж, 26-р хороо, Элизабет хотхон 214-р байр
3 үгт хаяг: /// өсгөв.энэрч.чанарлаг","Elizabeth town-214, Hunnu street, 26th horoo, Bayanzurkh district
What3Words: /// provide.needed.gossiped","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-04:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00
Шинэ сонголт Тооцооны төв,Shine songolt Branch,branch,"Хан-Уул дүүрэг, 3-р хороо, Энгельсийн гудамж, Шинэ сонголт тавилгын дэлгүүрийн 1-р давхарт
3 үгт хаяг: ///intestine.drizzly.prompting","1st floor, Shine Songolt Brand Department store, 3rd khoroo, Engels' street, Khan-Uul district, Ulaanbaatar
What3Words: ///intestine.drizzly.prompting","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00
Дорноговь салбарын өргөтгөл,Dornogovi branch extension ,branch,"Сайншанд сум, 4-р баг Брау сүм, эмийн сангийн 2 давхарт
3 үгт хаяг: /// жишиг.гарахыг.дэлгэн","2nd floor of Pharmacy at Brau church, 4th bag, Sainshand soum, 
What3Words: /// compels.tolerates.disapproves","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",70522221,1,1,1,1,1,0,0,08:30:00,16:30:00
Бөмбөгөр тооцооны төв ,Bumbugur branch,branch,"ЧД, 3-р хороо, Жуулчны гудамж-34, Пийрл таурын 3-р давхарт
3 үгт хаяг: ///grants.octagon.light","3rd floor of Pearl Tower, 3rd khoroo, Tourist street, Chingeltei district 
What3Words: ///grants.octagon.light","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00
Ай Си Си тооцооны төв,ICC branch,branch,"Сүхбаатар дүүрэг, 1-р хороо, Ай Си Си Тауэр, 1-р давхарт
3 үгт хаяг: /// олгов.төрх.хөтөлбөр","ICC Tower, 1st floor, 1st khoroo, Sukhbaatar district
What3Words: /// cured.down.repaid","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00
Ривер стрийт тооцооны төв,River Street branch,branch,"Хан-Уул дүүрэг, 11-р хороо, Их Монгол Улсын гудамж, 311-р байр, 1 давхар
3 үгт хаяг: /// оролцох.цовоо.жолоодогч","1st floor, Building NO 311, Ikh Mongol Uls street, 11th khoroo, Khan-Uul district
What3Words: /// paintings.tame.seasons","Даваа - Баасан: 8:30-16:30
Бямба, Ням: Амарна","Monday - Friday: 8:30am-4:30pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,08:30:00,16:30:00
Их Монгол тооцооны төв,Ikh Mongol branch,branch,"ХУД, 11-р хороо, Их Монгол Улсын гудамж, Их монгол плаза, 1-р давхар
3 үгт хаяг: /// сүрлэг.айлчин.шорлог","Ikh Mongol Plaza 1st floor, 11th khoroo, Khan-Uul district
What3Words: ///moves.sweeter.blogging","Даваа - Баасан: 9:00-17:00
Бямба, Ням: Амарна","Monday - Friday: 9:00am-5:00pm
Saturday, Sunday: Сlosed",1800-1888,1,1,1,1,1,0,0,09:00:00,17:00:00
"Эрдэнэт салбар, Экспресс банк АТМ","Erdenet branch, Express bank АТМ",atm,"Орхон аймаг, Баян-өндөр сум,  Оюут баг, Сэлэнгэ ресторан, Хас банк Эрдэнэт салбар
","Orkhon province, Bayan-Undur, Selenge restaurant, Xac bank Erdenet branch ",24/7,24/7,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
"1000 нэрийн бараа, Экспресс АТМ","Myangan neriin baraa, Express ATM",atm,"15-р хороо, 3-р хороолол, 1000 нэрийн барааны дэлгүүр","""Myangan neriin baraa"" market,15th committee, 3rd section, Bayangol district ",Даваа-Ням 10:00-20:00,Mon-Sun 10am-08pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00
"Степпе арена мөсөн ордон, Экспресс банк АТМ","Steppe Arena, Express bank ATM",atm,"21-р хороо, Зуун модны зам, Степпе арена мөсөн ордон","Steppe Arena, Express bank ATM",Даваа-Ням 24 цаг,Mon-Sun 24 hour open,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00
Дарь-Эх Үндэс бөөний төв,Dari-Ekh undes tuv,atm,"БЗД, 2-р хороо, Дарь-Эх Үндэс бөөний төв","Bayanzurkh district, 2st khoroo, Dari-Ekh undes tuv",Даваа-Ням 07-24 цаг,Mon-Sun 7am-12pm,1800-1888,1,1,1,1,1,1,1,07:00:00,22:59:00
Цамбагарав М-Март АТМ,Tsambagarav M-Mart ATM,atm,"14-р хороо, 1-р хороолол, Цамбагарав,  Залуусын гудамж, M-Mart","14th khoroo, 1st microdistrict, Tsambagarav, M-Mart",Даваа-Ням 08:00-21:00 цаг,Mon-Sun 08am-21pm,1800-1888,1,1,1,1,1,1,1,08:00:00,21:00:00
2-р эмнэлэг АТМ, State Second Government Hospital АТМ,atm,"БЗД, 13-р хороолол, 3-р хороо, Сайд нарын 2-р эмнэлэг","13th Microdistrict, 13th Khoroo, Bayanzurkh District",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,18:00:00
Гэмтэлийн эмнэлэг АТМ,National Trauma and orthopedic research center  ATM,atm,"7-р хороо, Ард Аюушийн өргөн чөлөө, Гэмтэл согог судлалын үндэсний төв, Амбулторын хаалга, 1 давхарт ","7th khoroo, Ard Ayush avenue, National Trauma and orthopedic research center, 1st floor ",Даваа-Баасан 07:30-18:00 цаг,Mon-Fri 07:30am-18:00pm,1800-1888,1,1,1,1,1,0,0,07:30:00,18:00:00
Хүүхдийн 2-р эмнэлэг АТМ,100 ail 2th Hospital АТМ,atm,"10-р хороо, 100 айл Хүүхдийн 2-р эмнэлэг",10-r khoroo 100 ail 2th Hospital ,Даваа-Ням 24/7,Mon-Sun 24/7,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00
"ICC тауэр, Экспресс АТМ","ICC Tower, Express ATM",atm,"1-р хороо, Жамъяан гүний гудамж, Эрүүл мэндийн яамны баруун талд, ICC тауэр","1st committee, Jamiyan Gun Street, right side of Ministry of Health, ICC Tower",Даваа-Ням 08:00-20:00,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00
Аз хүнсний дэлгүүр ATM,Az Market ATM,atm,"18-р хороо, Чингэлтэйн гудамж, Аура төв, Аз хүнсний дэлгүүр ","18th committee, Chingeltei road, Chingeltei district, Az  Market",Даваа-Ням 08:00-23:00,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00
Алаг тараг худалдааны төв ATM,Alag Tarag Market ATM,atm,"1-р хороо, Найрамдлын зам, Орбит хуучин эцэс, Алаг тараг худалдааны төв","1st committee, Nairamdal road, Orbit, Songinokhairan district, Alag Tarag Market ",Даваа-Ням 08:00-20:00,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00
Алт сар дэлгүүр ATM,Alt Sar Market ATM,atm,"13-р хороо, 17 буудал, Алт сар дэлгүүр","13th committee, 17th station, Chingeltei district, Alt Sar Market ",Даваа-Ням 09:00-24:00,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
Алтжин бөмбөгөр ATM,Altjin Bumbugur ATM,atm,"2-р хороо, Их тойруу, Алтжин бөмбөгөр худалдааны төвийн В1 давхарт","2nd committee, Ikh toiruu street, Chingeltei district, Altjin Bumbugur Market, B1 floor ","Лхагва  гариг амарна
Даваа-Ням 10:00-24:00","Mon-Sun 10am12pm
Wednesday closed",1800-1888,1,1,0,1,1,1,1,10:00:00,23:59:00
"Алтжин бөмбөгөр, Экспресс АТМ ","Altjin Bumbugur, Express ATM",atm,"2-р хороо, Их тойруу, Алтжин бөмбөгөр худалдааны төвийн 1 давхарт","2nd committee, Ikh toiruu street, Chingeltei district, Altjin Bumbugur Market, 1st floor ","Даваа-Ням 10:00-24:00
Лхагва  гариг амарна","Mon-Sun 10am-12pm
Wednesday closed",1800-1888,1,1,1,0,1,1,1,10:00:00,19:59:00
Амаяа дэлгүүр ATM,Amaya Market ATM,atm,"23-р хороо, Хувьсгалын зам, Зурагтын шинэ эцэс автобусны буудал, Баянгол дүүрэг, Амаяа дэлгүүр ","23rd committee, Revolutionary road, new terminal of Zuragt, Bayangol dictrict, Amaya market ",Даваа-Ням 09:00-24:00,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00
"Амгалан, Жанжин зах  ATM","Janjin Market, Amgalan ATM",atm,"12-р хороо, Цагдаагийн академийн өргөн чөлөө, Жанжин зах худалдааны төв ","12nd khoroo, Avenue of the Police Academy, JANJIN Market ",Даваа-Ням 10:00-20:00,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00
